"","film_id","year","length","budget","votes","rating","high_rating","genre_Action","genre_Animation","genre_Comedy","genre_Documentary","genre_Drama","genre_Romance","genre_Short"
"134",18664,1989,100,12.9,26,4.4,0,1,0,0,0,0,0,0
"135",7309,1938,10,9.5,15,8,1,0,0,1,0,0,0,0
"136",16023,2000,90,15.1,472,7.4,1,0,0,0,1,0,0,0
"137",52491,1944,93,14.1,17,7.8,1,0,0,1,0,0,0,0
"138",40360,1986,120,10.7,35210,4.6,0,1,0,0,0,0,0,0
"139",41309,1938,64,11.5,16,5,0,0,0,0,0,1,0,0
"140",649,1999,178,15.1,73,2.8,0,0,0,0,0,1,0,0
"141",27165,2002,112,11.7,5,4.7,0,0,0,0,0,1,0,0
"142",1693,1993,127,14.5,5786,2.4,0,1,0,0,0,0,0,0
"143",35704,1976,90,12.2,14,4.4,0,1,0,0,0,0,0,0
"144",31684,1959,101,17,69,7.8,1,1,0,0,0,0,0,0
"145",38735,1929,74,7.7,5,4.1,0,1,0,0,0,0,0,0
"146",15488,1982,78,12.2,35,7.3,1,0,0,0,1,0,0,0
"147",6548,1938,80,10.7,242,4.8,0,0,0,1,0,0,0,0
"148",48700,1939,80,13.7,110,1.6,0,1,0,0,0,0,0,0
"149",20194,1988,96,7.7,6,3.2,0,0,0,0,0,1,0,0
"150",42238,1953,88,14.9,23,4.3,0,1,0,0,0,0,0,0
"151",36004,1941,56,12.2,13,2.5,0,1,0,0,0,0,0,0
"152",58059,1984,90,14.1,6,4.1,0,1,0,0,0,0,0,0
"153",12322,1990,95,18.1,7,8,1,0,0,1,0,0,0,0
"154",13549,1965,78,10,7,8.2,1,0,0,1,0,0,0,0
"155",10792,1984,77,8,8,4,0,1,0,0,0,0,0,0
"156",24954,1934,111,10.3,346,4.4,0,0,0,0,0,1,0,0
"157",24559,2002,20,19.6,6,7.6,1,0,0,0,0,0,0,1
"158",48250,1976,98,12.9,5,2.7,0,0,0,0,0,1,0,0
"159",20487,1935,89,13.5,54,3.5,0,0,0,0,0,1,0,0
"160",41428,1919,7,10.2,13,8.1,1,0,0,1,0,0,0,0
"161",20295,1997,98,13,29,4.3,0,0,0,1,0,0,0,0
"162",28255,2001,113,10.7,131,4.1,0,1,0,0,0,0,0,0
"163",25208,2004,112,12.7,39,5.4,0,0,0,0,0,1,0,0
"164",33578,2004,90,8.8,114,2.8,0,0,0,1,0,0,0,0
"165",12415,2003,90,8.3,6,4.9,0,1,0,0,0,0,0,0
"166",10943,1917,24,12.4,67,7.9,1,0,0,1,0,0,0,0
"167",8587,1927,87,14.4,18,4.2,0,1,0,0,0,0,0,0
"168",7344,2000,2,16.3,20,8.3,1,1,0,0,0,0,0,0
"169",42598,1975,92,11.4,5,4.7,0,0,0,0,0,1,0,0
"170",25500,2004,94,12.8,7,3.9,0,0,0,0,0,1,0,0
"171",46727,1972,94,15.9,159,3.9,0,0,0,0,0,1,0,0
"172",41604,1980,90,12.8,34,3.3,0,1,0,0,0,0,0,0
"173",45649,2002,90,10.9,57,8.8,1,0,0,1,0,0,0,0
"174",16813,1959,149,17.6,469,3.5,0,0,0,0,0,1,0,0
"175",9548,1943,77,11.7,6,7.9,1,0,0,1,0,0,0,0
"176",30246,2001,87,12.1,24,5.3,0,1,0,0,0,0,0,0
"177",23051,2000,89,21.2,14,8,1,1,0,0,0,0,0,0
"178",12567,1969,96,14.6,17,2.2,0,0,0,0,0,1,0,0
"179",58006,1967,84,13.5,6,3.5,0,0,0,0,0,1,0,0
"180",12839,1945,102,10.5,959,2.3,0,1,0,0,0,0,0,0
"181",46943,1982,120,14.4,17,3.1,0,0,0,0,0,1,0,0
"182",39383,2000,75,11,18,7.9,1,0,0,0,1,0,0,0
"183",20794,1979,95,12.6,253,3.7,0,1,0,0,0,0,0,0
"184",39641,1962,112,14.5,133,8.5,1,0,0,1,0,0,0,0
"185",20237,1963,98,13.4,78,4.1,0,1,0,0,0,0,0,0
"186",53556,1972,87,18.7,29,5,0,0,0,0,0,1,0,0
"187",5176,1996,87,13.7,429,7.6,1,0,0,1,0,0,0,0
"188",30777,1930,80,11.1,17,3.1,0,0,0,0,0,0,1,0
"189",42262,1944,98,15.6,12,2.5,0,1,0,0,0,0,0,0
"190",35534,2003,86,8.4,30,4.9,0,0,0,0,0,1,0,0
"191",28341,1937,83,12.2,9,3.7,0,0,0,0,0,1,0,0
"192",10381,1994,90,11.1,1230,8.3,1,0,0,1,0,0,0,0
"193",43897,1999,90,10.9,357,3.6,0,0,0,1,0,0,0,0
"194",55411,1984,111,18.8,27,5.1,0,0,0,0,0,1,0,0
"195",23426,1984,103,16.6,91,7.7,1,0,0,1,0,0,0,0
"196",5983,1957,82,16.4,21,8.6,1,1,0,0,0,0,0,0
"197",50412,1992,65,13.6,7,4.1,0,1,0,0,0,0,0,0
"198",27306,1985,132,7.2,89,3.9,0,1,0,0,0,0,0,0
"199",10031,2000,96,16.1,1919,8.4,1,0,0,1,0,0,0,0
"200",56692,1972,107,13.7,63,4.3,0,0,0,0,0,1,0,0
"201",1966,1985,105,14.8,130,4.6,0,0,0,0,0,1,0,0
"202",22220,2002,80,15.2,14,8.1,1,0,0,0,1,0,0,0
"203",9560,1969,96,11.4,100,4.7,0,0,0,0,0,1,0,0
"204",37794,1954,108,11.7,12803,3.5,0,0,0,0,0,1,0,0
"205",19818,2004,1,12.3,17,7.7,1,0,0,1,0,0,0,0
"206",38018,1968,104,12.5,32,8.5,1,0,0,1,0,0,0,0
"207",22854,1942,95,10,7,4.1,0,1,0,0,0,0,0,0
"208",22058,2005,103,10.4,42,3.8,0,0,0,0,0,1,0,0
"209",4396,2002,102,14.8,4943,8.1,1,0,0,1,0,0,0,0
"210",44151,1998,58,14.2,5,8,1,0,0,0,1,0,0,0
"211",26078,1952,78,12.6,268,7.5,1,0,0,1,0,0,0,0
"212",12098,1999,75,10.2,18,8.7,1,0,0,1,0,0,0,0
"213",15291,1996,95,14.8,80,4.7,0,1,0,0,0,0,0,0
"214",16090,1958,99,12.9,65,3.7,0,0,0,0,0,1,0,0
"215",56702,1937,77,12.7,6,7.8,1,0,0,1,0,0,0,0
"216",49186,1934,73,5.7,10,3.7,0,0,0,1,0,0,0,0
"217",8683,1963,97,9.7,66,4.2,0,0,0,0,0,1,0,0
"218",37496,1936,59,13.1,12,1.8,0,1,0,0,0,0,0,0
"219",10905,1955,183,7.7,74,3.3,0,1,0,0,0,0,0,0
"220",54468,1942,92,10.5,14,3.4,0,0,0,0,0,1,0,0
"221",22951,2005,101,14.6,3784,2.4,0,0,0,0,0,1,0,0
"222",58626,1988,96,10.4,12,2.8,0,1,0,0,0,0,0,0
"223",30212,2000,90,15.3,9485,3.5,0,0,0,1,0,0,0,0
"224",23290,1995,106,9.6,7,4.6,0,0,0,0,0,1,0,0
"225",35643,1934,90,14.3,27,2.4,0,0,0,0,0,1,0,0
"226",35162,1972,89,12.4,85,7.5,1,0,0,1,0,0,0,0
"227",33471,1995,91,11,69,4.5,0,0,0,0,0,1,0,0
"228",31779,1955,94,17.6,14,7.9,1,0,0,1,0,0,0,0
"229",11392,1956,101,8.2,2419,3.2,0,0,0,1,0,0,0,0
"230",27829,1933,61,9.4,5,4,0,1,0,0,0,0,0,0
"231",52533,2002,127,10.3,21,4.8,0,0,0,0,0,1,0,0
"232",46688,1967,99,8.1,124,4.3,0,1,0,0,0,0,0,0
"233",1301,2002,115,10.8,7,3.6,0,1,0,0,0,0,0,0
"234",3382,1987,104,11,76,8.9,1,0,0,1,0,0,0,0
"235",17947,1944,7,12.5,14,6.9,0,0,1,0,0,0,0,0
"236",21289,1997,87,12.7,132,3.7,0,0,0,0,0,1,0,0
"237",37261,1996,10,8.8,12,8,1,0,0,0,0,0,0,1
"238",19309,1975,136,6,541,3.3,0,0,0,1,0,0,0,0
"239",45268,1985,89,15.2,60,3,0,1,0,0,0,0,0,0
"240",55226,1977,75,9,9,4.2,0,1,0,0,0,0,0,0
"241",44099,1993,114,15.6,827,4.1,0,0,0,0,0,1,0,0
"242",27139,1966,90,9.6,5,4,0,0,0,0,0,1,0,0
"243",54113,1983,90,14.5,17,2.9,0,0,0,0,0,1,0,0
"244",1348,1978,104,9.7,230,3.9,0,0,0,0,0,1,0,0
"245",21310,1999,116,10.8,128,7.5,1,0,0,1,0,0,0,0
"246",50757,1992,91,7.9,35,4.2,0,0,0,0,0,1,0,0
"247",18374,1942,102,11.2,449,4.8,0,1,0,0,0,0,0,0
"248",41687,1973,95,13.3,11,4,0,0,0,0,0,1,0,0
"249",27964,1995,15,16,31,8.2,1,0,0,0,0,0,0,1
"250",51252,1983,132,12.1,6050,3.2,0,0,0,1,0,0,0,0
"251",7838,1942,8,16.4,53,7.3,1,0,1,0,0,0,0,0
"252",44950,1998,8,9.4,74,8.1,1,0,0,1,0,0,0,0
"253",16631,1970,53,12,20,4.8,0,1,0,0,0,0,0,0
"254",36003,1997,108,13.5,131,4.2,0,0,0,0,0,1,0,0
"255",46545,1957,87,9.8,27,5.2,0,1,0,0,0,0,0,0
"256",40529,1987,97,9.3,15,4.1,0,0,0,1,0,0,0,0
"257",26055,1977,105,12.4,2109,8.6,1,0,0,1,0,0,0,0
"258",4651,1936,7,10.6,29,8.1,1,0,1,0,0,0,0,0
"259",25246,1976,106,7.9,25,4.6,0,0,0,0,0,1,0,0
"260",13558,1939,7,13.2,22,7.9,1,0,1,0,0,0,0,0
"261",1632,1998,124,9.6,604,3.1,0,0,0,0,0,1,0,0
"262",44870,2000,88,10.6,12,4.1,0,1,0,0,0,0,0,0
"263",39786,2002,17,18.8,7,7.2,1,0,0,0,0,0,0,1
"264",41296,2003,108,6.6,106,5.4,0,0,0,0,0,1,0,0
"265",29318,1996,95,9.8,420,3.7,0,0,0,0,0,1,0,0
"266",4054,1990,99,13.1,1322,4.5,0,0,0,0,0,1,0,0
"267",34747,1946,63,11,27,8.1,1,0,0,1,0,0,0,0
"268",18386,1934,68,13.1,147,3.5,0,1,0,0,0,0,0,0
"269",7203,1940,68,15.1,72,7.8,1,0,0,1,0,0,0,0
"270",11983,1940,63,7.1,22,3.7,0,0,0,1,0,0,0,0
"271",47416,1995,105,15,196,3.4,0,1,0,0,0,0,0,0
"272",35383,1901,2,9.7,13,8,1,0,0,0,0,0,0,1
"273",15997,1990,110,13.5,5,3.1,0,1,0,0,0,0,0,0
"274",35472,2004,150,12.4,23,4.5,0,0,0,0,0,1,0,0
"275",46620,1951,107,7.5,665,3.9,0,0,0,0,0,1,0,0
"276",11700,1971,82,13.7,5,3.9,0,0,0,0,0,1,0,0
"277",18597,2003,96,8.4,904,3,0,1,0,0,0,0,0,0
"278",34817,1942,67,12.1,20,8.1,1,0,0,1,0,0,0,0
"279",29347,1945,72,13,26,8.1,1,0,0,1,0,0,0,0
"280",21125,1976,8,12.6,19,8.6,1,0,0,1,0,0,0,0
"281",57076,1931,77,12.6,10,4.1,0,1,0,0,0,0,0,0
"282",23823,1972,85,17.4,34,4.2,0,1,0,0,0,0,0,0
"283",49587,1995,74,13.8,69,3.7,0,1,0,0,0,0,0,0
"284",40553,2002,185,9,25,5.5,0,1,0,0,0,0,0,0
"285",32472,1944,116,13,33,7.8,1,0,0,1,0,0,0,0
"286",13125,1999,105,14.6,17666,7.4,1,1,0,0,0,0,0,0
"287",41548,1953,92,13.1,14,4.8,0,0,0,0,0,1,0,0
"288",57165,1910,17,12.4,16,7.4,1,0,0,1,0,0,0,0
"289",34403,1965,90,8.8,5,3.4,0,1,0,0,0,0,0,0
"290",57597,1950,101,14.3,139,3,0,0,0,0,0,1,0,0
"291",43287,2002,83,12.3,922,4.4,0,1,0,0,0,0,0,0
"292",14956,1996,90,16.4,865,4.8,0,0,0,1,0,0,0,0
"293",55121,1994,10,8.9,5,8.4,1,0,0,0,1,0,0,0
"294",16675,1974,100,8.1,17,3.3,0,1,0,0,0,0,0,0
"295",27845,2003,80,14.6,18,7.8,1,0,0,0,1,0,0,0
"296",8716,1984,152,14.4,252,3.3,0,0,0,0,0,1,0,0
"297",24411,2003,15,11.6,5,8.5,1,0,0,0,0,0,0,1
"298",47127,2004,39,9.2,20,7.3,1,0,0,0,1,0,0,0
"299",36102,2001,15,12.2,5,8.1,1,0,0,0,0,0,0,1
"300",3575,1983,102,21.8,30,8.6,1,0,0,0,0,1,0,0
"301",25014,1974,82,14.7,47,2.6,0,1,0,0,0,0,0,0
"302",4894,1937,72,17.2,15,5.1,0,0,0,1,0,0,0,0
"303",48224,2003,103,6.8,153,4.6,0,0,0,0,1,0,0,0
"304",834,1967,105,10.5,340,4.5,0,0,0,0,0,1,0,0
"305",47512,1992,86,15.6,10,6.6,0,1,0,0,0,0,0,0
"306",51003,1965,6,7.5,23,7.6,1,0,1,0,0,0,0,0
"307",46653,1997,84,10.1,150,5.1,0,1,0,0,0,0,0,0
"308",29505,1937,103,11.9,11,5.1,0,1,0,0,0,0,0,0
"309",5548,2001,12,13.4,8,8.3,1,0,0,0,0,0,0,1
"310",43768,1984,110,6.9,109,5.5,0,0,0,0,0,0,1,0
"311",23334,1977,98,10.9,6,4.1,0,1,0,0,0,0,0,0
"312",52157,1988,93,13.9,122,3.4,0,0,0,0,0,1,0,0
"313",49246,1956,94,12.2,12,8.1,1,0,0,1,0,0,0,0
"314",36752,1974,105,10.8,6,4.3,0,0,0,0,0,1,0,0
"315",25897,1952,88,11.1,8,4.5,0,0,0,0,0,1,0,0
"316",29287,1962,227,14,31230,4.3,0,0,0,0,0,1,0,0
"317",27433,2004,11,14,10,8.5,1,0,0,0,0,0,0,1
"318",36113,1964,34,10.1,6,7.6,1,0,0,0,0,0,0,1
"319",32234,1896,2,4.8,12,7.8,1,0,0,0,0,0,0,1
"320",577,1998,13,9.8,7,7.7,1,0,0,0,0,1,0,0
"321",48664,1999,110,4,307,4.7,0,0,0,0,0,1,0,0
"322",52114,1999,10,9.1,8,8.2,1,0,0,0,0,0,0,1
"323",23648,1996,91,11.3,4644,8,1,1,0,0,0,0,0,0
"324",52772,1983,96,12.1,20,4.4,0,1,0,0,0,0,0,0
"325",46831,1989,90,15.5,37,3.2,0,1,0,0,0,0,0,0
"326",28044,1964,113,13.3,45,8.1,1,0,0,1,0,0,0,0
"327",40210,2003,143,11.3,60812,7.4,1,1,0,0,0,0,0,0
"328",49600,1975,92,12.8,302,8.5,1,0,0,1,0,0,0,0
"329",53845,1973,100,13.6,30,2.4,0,0,0,0,0,1,0,0
"330",11390,1907,6,5.8,8,8.7,1,0,0,1,0,0,0,0
"331",13257,1963,75,11.8,641,4.2,0,1,0,0,0,0,0,0
"332",2224,1990,120,10.5,42,7.4,1,0,0,1,0,0,0,0
"333",43556,1944,10,8.2,10,8.1,1,0,0,0,1,0,0,0
"334",15043,2001,57,14.7,6,8,1,0,0,0,1,0,0,0
"335",17322,1951,7,12.5,35,8.1,1,0,1,0,0,0,0,0
"336",40364,2000,16,4.3,91,5.9,0,0,0,0,0,1,0,0
"337",43088,2003,65,13.8,35,5.3,0,1,0,0,0,0,0,0
"338",20234,1995,93,13.8,48,4,0,1,0,0,0,0,0,0
"339",15522,1996,88,5.9,210,2.9,0,0,0,1,0,0,0,0
"340",35766,2003,40,11.9,22,7.5,1,0,0,0,1,0,0,0
"341",37028,1972,91,9.5,30,3.8,0,1,0,0,0,0,0,0
"342",55150,1977,98,14.9,10,4.8,0,0,0,1,0,0,0,0
"343",29570,1985,69,12.8,9,3.9,0,1,0,0,0,0,0,0
"344",21459,1997,170,12.8,126,3.9,0,0,0,0,0,1,0,0
"345",31806,1992,202,13.9,6873,4.6,0,0,0,0,0,1,0,0
"346",31642,1967,100,17,36,7.4,1,0,0,1,0,0,0,0
"347",28069,1945,103,2.8,68,2.4,0,0,0,0,0,1,0,0
"348",50301,1980,92,12.2,21,4.9,0,0,0,0,0,1,0,0
"349",19467,1986,90,12.6,12,8.4,1,0,0,1,0,0,0,0
"350",23754,1971,45,13.1,10,8.4,1,0,0,1,0,0,0,0
"351",30642,1980,84,4.7,85,3.7,0,0,0,1,0,0,0,0
"352",54064,2002,119,13.3,254,4.6,0,0,0,0,0,1,0,0
"353",38732,1938,58,6.7,10,4.6,0,1,0,0,0,0,0,0
"354",54088,1937,144,13,45,3.7,0,0,0,0,0,1,0,0
"355",38146,1924,3,10,20,4.4,0,0,1,0,0,0,0,0
"356",14874,2003,85,14.3,537,3.4,0,1,0,0,0,0,0,0
"357",57694,1969,105,8.8,299,4.8,0,1,0,0,0,0,0,0
"358",6543,1995,83,12.8,2306,8.6,1,0,0,1,0,0,0,0
"359",53636,1968,92,11.7,26,7.4,1,0,0,1,0,0,0,0
"360",21361,1968,120,13.7,11,8.3,1,0,0,0,1,0,0,0
"361",45291,1985,84,7.6,38,4.1,0,0,0,1,0,0,0,0
"362",57695,1999,80,12.7,185,7,0,1,0,0,0,0,0,0
"363",14590,1975,107,8.2,22,2.7,0,0,0,0,0,1,0,0
"364",20318,1997,60,11.7,20,7.9,1,0,0,0,1,0,0,0
"365",41810,1938,89,11.6,887,5,0,0,0,1,0,0,0,0
"366",57192,1986,86,14.8,64,8.5,1,0,0,1,0,0,0,0
"367",32619,1913,20,14,16,4.4,0,1,0,0,0,0,0,0
"368",40921,1997,177,7.8,8773,5.1,0,1,0,0,0,0,0,0
"369",37071,2001,95,9.6,2829,4.1,0,0,0,1,0,0,0,0
"370",42275,1956,121,14.6,515,3.7,0,0,0,1,0,0,0,0
"371",7346,1960,97,5.3,47,4.6,0,0,0,1,0,0,0,0
"372",56790,1996,88,14.4,32,4,0,1,0,0,0,0,0,0
"373",21413,1983,90,10.6,6,4.3,0,1,0,0,0,0,0,0
"374",17420,2002,88,12.5,87,4,0,1,0,0,0,0,0,0
"375",17352,1983,100,10.7,5,4.4,0,1,0,0,0,0,0,0
"376",10870,1991,99,15.8,349,7.9,1,1,0,0,0,0,0,0
"377",50367,1960,126,14.8,1416,4.1,0,1,0,0,0,0,0,0
"378",7422,1977,176,15.5,5527,5.1,0,1,0,0,0,0,0,0
